wpn_t9_reverb_ext_plr,,loaded,,,,,,,,,bus_fx,grp_weapon,snp_wpn_1p,wpn_cmn_shot_plr,50,0,80,80,0,10000,10000,,,,,8,priority,3,oldest,0,100,60,80,0.25,1,,2d,quad,,nonlooping,variant,1,0,0,0,0,0.25,no,yes,,,,no,ringoff_plr,outdoor,,,,,,,yes,no,no,0,1,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_reverb_int_plr,,loaded,,,,,,,,,bus_fx,grp_weapon,snp_wpn_1p,wpn_cmn_shot_plr,50,0,80,80,0,10000,10000,,,,,8,priority,2,oldest,0,100,60,80,0.25,1,,2d,quad,,nonlooping,variant,1,0,0,0,0,0.25,no,yes,,,,no,ringoff_plr,indoor,,,,,,,yes,no,no,0,1,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

#Third person sounds

wpn_t9_shot_npc,,loaded,,,,,,,,,BUS_FX,grp_weapon_3p,snp_wpn_3p,,65,0,76,76,800,6000,6000,defaultmin,default,alloff,rcurve3,8,priority,3,oldest,0,0,40,90,0.25,0.8,,3d,default,,nonlooping,,1,0,1500,12000,0,0.5,,yes,,0,,no,water,over,,,,,,,yes,no,no,0,0,,no,,,,,,,no,,,,,,,,,,,,,,2500,4000,,,,,no,no,,,,,
wpn_t9_shot_loop_npc,,loaded,,,,,,,,,bus_fx,grp_weapon_3p,snp_wpn_3p,wpn_cmn_shot_3p,59,0,72,72,1000,6000,6000,rcurve3,rcurve3,rcurve2,rcurve2,8,priority,1,oldest,0,0,40,90,0.25,0.8,,3d,default,,looping,,1,0,1500,12000,0,0.5,no,yes,,0,,no,water,,,,,,,,yes,no,no,0,1,yes,no,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_pap_shot_npc,,loaded,,,,,,,,,bus_fx,grp_weapon_3p,snp_wpn_3p,wpn_cmn_shot_3p,30,0,76,76,150,2000,2000,rcurve3,rcurve3,rcurve2,rcurve2,10,priority,3,oldest,-100,100,50,90,0.35,1,,3d,default,,nonlooping,pitch,1,0,,,0,0.5,no,yes,,0,,no,,,,,,,,,yes,no,no,0,1,yes,no,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_reverb_ext_npc,,loaded,,,,,,,,,bus_fx,grp_weapon_decay_3p,snp_wpn_3p_decay,wpn_cmn_shot_3p,65,0,76,76,500,6000,6000,,,,,4,priority,2,oldest,-100,100,20,70,0.15,1,,3d,default,,nonlooping,variant,1,0,100,600,94,0.4,no,yes,,,,no,ringoff_plr,outdoor,,,,,,,yes,no,no,0,1,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_reverb_int_npc,,loaded,,,,,,,,,BUS_FX,grp_weapon_decay_3p,snp_wpn_3p_decay,,54,0,76,76,100,5000,5000,defaultmin,default,alloff,default,3,priority,2,oldest,-100,100,20,70,0.25,1,,3d,default,,nonlooping,,1,0,100,300,74,0.4,,yes,,0,,no,ringoff_plr,indoor,,,,,,,yes,no,no,150,0,,no,,,,,,,no,,,,,,,,,,,,,,800,1500,,,,,no,no,,,,,

# RETIRED ROW (acc 2026-07-03): Discord copy-paste garbage the pack shipped (a 1-field row is parse slop). Was: Message #general










