Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
wpn_bal_knife_fire_npc,,loaded,wpn\melee\ballistic_knife\plr\shot\shot_02.wav,,,,,,,,BUS_FX,grp_weapon_3p,snp_wpn_3p,,0,0,85,85,300,750,1802,cosdelay,alloff,cosdelay,default,6,priority,1,reject,-80,80,90,91,0.25,0.8,no,3d,default,,nonlooping,,1,0,0,0,0,0.25,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
wpn_bal_knife_fire_plr,,loaded,wpn\melee\ballistic_knife\plr\shot\shot_00.wav,,,,,,,,BUS_FX,grp_weapon,snp_wpn_1p,,65,0,96,97,0,10000,10000,allon,default,allon,default,8,priority,2,oldest,-80,80,90,91,0.25,1,no,2d,front,,nonlooping,,1,0,0,0,0,0.25,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
wpn_bal_knife_fire_plr,,loaded,wpn\melee\ballistic_knife\plr\shot\shot_01.wav,,,,,,,,BUS_FX,grp_weapon,snp_wpn_1p,,65,0,96,97,0,10000,10000,allon,default,allon,default,8,priority,2,oldest,-80,80,90,91,0.25,1,no,2d,front,,nonlooping,,1,0,0,0,0,0.25,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
wpn_bal_knife_fire_plr,,loaded,wpn\melee\ballistic_knife\plr\shot\shot_02.wav,,,,,,,,BUS_FX,grp_weapon,snp_wpn_1p,,65,0,96,97,0,10000,10000,allon,default,allon,default,8,priority,2,oldest,-80,80,90,91,0.25,1,no,2d,front,,nonlooping,,1,0,0,0,0,0.25,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
wpn_bal_knife_fire_pap_npc,,loaded,wpn\pap\systemized\npc\wpn_pap_first.wav,,,,,wpn_bal_knife_fire_npc,,,BUS_FX,grp_weapon_3p,snp_wpn_3p,,60,0,80,80,1000,6000,6000,defaultmin,default,alloff,rcurve3,8,priority,3,oldest,0,0,40,90,0.25,0.8,no,3d,default,,nonlooping,,1,0,1500,12000,0,0.5,no,yes,,0,,no,water,over,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,1500,6000,,no,no,no,no,no,no,no,,,
wpn_bal_knife_fire_pap_plr,,loaded,wpn\pap\systemized\plr\wpn_pap_first.wav,,,,,wpn_bal_knife_fire_plr,,,BUS_FX,grp_weapon,snp_wpn_1p_shot,,65,0,84,84,0,10000,10000,allon,default,allon,default,8,priority,1,oldest,0,0,90,90,0.25,1,no,2d,front,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,water,over,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
wpn_melee_balistic_firstraise_npc,,loaded,wpn\melee\ballistic_knife\first_raise\ballistic_firstraise.wav,,,,,,,,BUS_HDRFX,grp_hdrfx,snp_wpn_3p,,10,0,87,87,250,700,900,allon,default,allon,default,4,priority,8,oldest,175,175,40,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,90,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
wpn_melee_balistic_firstraise_plr,,loaded,wpn\melee\ballistic_knife\first_raise\ballistic_firstraise.wav,,,,,,,,BUS_HDRFX,grp_hdrfx,snp_foley,wpn_melee_knife_plr,10,93,89,89,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,175,175,90,90,0.25,1,no,2d,wpn_all,,nonlooping,,1,0,0,0,0,0.25,yes,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
fly_bal_knife_load,,loaded,wpn\melee\ballistic_knife\foley\bal_knife_load.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,60,0,90,94,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,-88,84,70,70,0.25,1,no,2d,front_mostly,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,water,over,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
fly_bal_knife_load_npc,,loaded,wpn\melee\ballistic_knife\foley\bal_knife_load.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,10,0,75,78,150,1000,1000,allon,default,allon,default,4,priority,8,oldest,-90,90,15,30,0.25,1,no,3d,default,,nonlooping,,1,0,50,500,75,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
